Area Served,Callsign,Frequency(kHz),Purpose,Site Id,Site Name,Lat_Deg,Lat_Hr,Lat_Min,Lon_Deg,Lon_Hr,Lon_Min,BSL,Licence Area,lat_dec,lon_dec
Melbourne Inner Suburbs,HSV41,620.5,Retransmission,11591,Bourke Place 600 Bourke Street MELBOURNE,37.0,48.0,58.0,144.0,57.0,21.0,,,-36.183888888888895,144.95583333333332
Melbourne Inner Suburbs,ABC43,634.5,Retransmission,11591,Bourke Place 600 Bourke Street MELBOURNE,37.0,48.0,58.0,144.0,57.0,21.0,,,-36.183888888888895,144.95583333333332
Melbourne Inner Suburbs,GTV44,641.5,Retransmission,11591,Bourke Place 600 Bourke Street MELBOURNE,37.0,48.0,58.0,144.0,57.0,21.0,,,-36.183888888888895,144.95583333333332
Melbourne Inner Suburbs,ATV45,648.5,Retransmission,11591,Bourke Place 600 Bourke Street MELBOURNE,37.0,48.0,58.0,144.0,57.0,21.0,,,-36.183888888888895,144.95583333333332
Mildura/Sunraysia,PTV6,177.5,Commercial,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,10089,MILDURA/SUNRAYSIA TV1,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,PTV6,177.5,Commercial,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,10089,MILDURA/SUNRAYSIA TV1,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,STV7,184.5,Commercial,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,10088,MILDURA/SUNRAYSIA TV1,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,SBS8,191.5,National,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,,,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,MDV10,212.5,Commercial,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,1150827,MILDURA/SUNRAYSIA TV1,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,ABC11,219.5,National,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,,,-33.62027777777778,142.18833333333333
Mitta Mitta,SBS46,655.5,Retransmission,150884,Council Site 3.0 km NW of Mitta Mitta THE SUGARLOAF,36.0,31.0,4.0,147.0,21.0,11.0,,,-35.48222222222223,147.35305555555556
Mitta Mitta,ABC47,662.5,Retransmission,150884,Council Site 3.0 km NW of Mitta Mitta THE SUGARLOAF,36.0,31.0,4.0,147.0,21.0,11.0,,,-35.48222222222223,147.35305555555556
Mitta Mitta,AMV48,669.5,Retransmission,150884,Council Site 3.0 km NW of Mitta Mitta THE SUGARLOAF,36.0,31.0,4.0,147.0,21.0,11.0,,,-35.48222222222223,147.35305555555556
Mitta Mitta,VTV49,676.5,Retransmission,150884,Council Site 3.0 km NW of Mitta Mitta THE SUGARLOAF,36.0,31.0,4.0,147.0,21.0,11.0,,,-35.48222222222223,147.35305555555556
Mitta Mitta,GLV50,683.5,Retransmission,150884,Council Site 3.0 km NW of Mitta Mitta THE SUGARLOAF,36.0,31.0,4.0,147.0,21.0,11.0,,,-35.48222222222223,147.35305555555556
Monbulk,HSV46,655.5,Retransmission,9010048,Broadcast Site 89 Camms Rd MONBULK,37.0,52.0,52.0,145.0,24.0,6.0,,,-36.11888888888889,145.40166666666667
Monbulk,GTV47,662.5,Retransmission,9010048,Broadcast Site 89 Camms Rd MONBULK,37.0,52.0,52.0,145.0,24.0,6.0,,,-36.11888888888889,145.40166666666667
Monbulk,ATV48,669.5,Retransmission,9010048,Broadcast Site 89 Camms Rd MONBULK,37.0,52.0,52.0,145.0,24.0,6.0,,,-36.11888888888889,145.40166666666667
Monbulk,ABC49,676.5,Retransmission,9010048,Broadcast Site 89 Camms Rd MONBULK,37.0,52.0,52.0,145.0,24.0,6.0,,,-36.11888888888889,145.40166666666667
Monbulk,SBS50,683.5,Retransmission,9010048,Broadcast Site 89 Camms Rd MONBULK,37.0,52.0,52.0,145.0,24.0,6.0,,,-36.11888888888889,145.40166666666667
Morgan,SBS41,620.5,Retransmission,403817,Council Offices Fourth St MORGAN,34.0,2.0,1.0,139.0,40.0,7.0,,,-33.96638888888889,139.6686111111111
Morgan,ABC42,627.5,Retransmission,403817,Council Offices Fourth St MORGAN,34.0,2.0,1.0,139.0,40.0,7.0,,,-33.96638888888889,139.6686111111111
Morgan,LRS43,634.5,Commercial,403817,Council Offices Fourth St MORGAN,34.0,2.0,1.0,139.0,40.0,7.0,1150796,RIVERLAND TV1,-33.96638888888889,139.6686111111111
Morgan,RTS44,641.5,Commercial,403817,Council Offices Fourth St MORGAN,34.0,2.0,1.0,139.0,40.0,7.0,10174,RIVERLAND TV1,-33.96638888888889,139.6686111111111
Morgan,RDS45,648.5,Commercial,403817,Council Offices Fourth St MORGAN,34.0,2.0,1.0,139.0,40.0,7.0,1130145,RIVERLAND TV1,-33.96638888888889,139.6686111111111
Mt Cowley IBL,AMV46,655.5,Retransmission,42097,Comm Site Sabine Rd MT COWLEY,38.0,32.0,51.0,143.0,51.0,35.0,,,-37.4525,143.85972222222222
Mt Cowley IBL,VTV47,662.5,Retransmission,42097,Comm Site Sabine Rd MT COWLEY,38.0,32.0,51.0,143.0,51.0,35.0,,,-37.4525,143.85972222222222
Mt Cowley IBL,BCV48,669.5,Retransmission,42097,Comm Site Sabine Rd MT COWLEY,38.0,32.0,51.0,143.0,51.0,35.0,,,-37.4525,143.85972222222222
Mt Cowley IBL,SBS49,676.5,Retransmission,42097,Comm Site Sabine Rd MT COWLEY,38.0,32.0,51.0,143.0,51.0,35.0,,,-37.4525,143.85972222222222
Mt Stanley IBL,GLV41,620.5,Commercial,12003,Comms Tower  SP Ausnet Site Mt Stanley  off Mt Stanley Rd STANLEY,36.0,27.0,4.0,146.0,48.0,11.0,106,EASTERN VICTORIA TV1,-35.54888888888889,146.80305555555557
Mt Stanley IBL,AMV43,634.5,Commercial,12003,Comms Tower  SP Ausnet Site Mt Stanley  off Mt Stanley Rd STANLEY,36.0,27.0,4.0,146.0,48.0,11.0,103,REGIONAL VICTORIA TV1,-35.54888888888889,146.80305555555557
Mt Stanley IBL,VTV44,641.5,Commercial,12003,Comms Tower  SP Ausnet Site Mt Stanley  off Mt Stanley Rd STANLEY,36.0,27.0,4.0,146.0,48.0,11.0,107,REGIONAL VICTORIA TV1,-35.54888888888889,146.80305555555557
Murray Valley,SBS46,655.5,National,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,,,-34.52722222222222,143.45583333333332
Murray Valley,ABC47,662.5,National,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,,,-34.52722222222222,143.45583333333332
Murray Valley,AMV48,669.5,Commercial,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,103,REGIONAL VICTORIA TV1,-34.52722222222222,143.45583333333332
Murray Valley,VTV49,676.5,Commercial,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,107,REGIONAL VICTORIA TV1,-34.52722222222222,143.45583333333332
Murray Valley,BCV50,683.5,Commercial,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,104,WESTERN VICTORIA TV1,-34.52722222222222,143.45583333333332
Myponga,SBS41,620.5,Retransmission,153437,Broadcast Site Trigg Point Rd MYPONGA HILL,35.0,24.0,53.0,138.0,29.0,39.0,,,-34.585277777777776,138.49416666666664
Myponga,ABC42,627.5,Retransmission,153437,Broadcast Site Trigg Point Rd MYPONGA HILL,35.0,24.0,53.0,138.0,29.0,39.0,,,-34.585277777777776,138.49416666666664
Myponga,SAS43,634.5,Retransmission,153437,Broadcast Site Trigg Point Rd MYPONGA HILL,35.0,24.0,53.0,138.0,29.0,39.0,,,-34.585277777777776,138.49416666666664
Myponga,NWS44,641.5,Retransmission,153437,Broadcast Site Trigg Point Rd MYPONGA HILL,35.0,24.0,53.0,138.0,29.0,39.0,,,-34.585277777777776,138.49416666666664
Myponga,ADS45,648.5,Retransmission,153437,Broadcast Site Trigg Point Rd MYPONGA HILL,35.0,24.0,53.0,138.0,29.0,39.0,,,-34.585277777777776,138.49416666666664
Myrtleford,SBS46,655.5,National,41099,Lookout Hill Lookout Road MYRTLEFORD,36.0,33.0,39.0,146.0,44.0,6.0,,,-35.43916666666667,146.73499999999999
Myrtleford,ABC47,662.5,National,41099,Lookout Hill Lookout Road MYRTLEFORD,36.0,33.0,39.0,146.0,44.0,6.0,,,-35.43916666666667,146.73499999999999
Myrtleford,VTV48,669.5,Commercial,41099,Lookout Hill Lookout Road MYRTLEFORD,36.0,33.0,39.0,146.0,44.0,6.0,107,REGIONAL VICTORIA TV1,-35.43916666666667,146.73499999999999
Myrtleford,AMV49,676.5,Commercial,41099,Lookout Hill Lookout Road MYRTLEFORD,36.0,33.0,39.0,146.0,44.0,6.0,103,REGIONAL VICTORIA TV1,-35.43916666666667,146.73499999999999
Myrtleford,GLV50,683.5,Commercial,41099,Lookout Hill Lookout Road MYRTLEFORD,36.0,33.0,39.0,146.0,44.0,6.0,106,EASTERN VICTORIA TV1,-35.43916666666667,146.73499999999999
Naracoorte,SBS41,620.5,National,150558,SAGRN site Blackwell Rd NARACOORTE,36.0,58.0,33.0,140.0,46.0,12.0,,,-35.024166666666666,140.77
Naracoorte,ABC42,627.5,National,150558,SAGRN site Blackwell Rd NARACOORTE,36.0,58.0,33.0,140.0,46.0,12.0,,,-35.024166666666666,140.77
Naracoorte,MGS43,634.5,Commercial,150558,SAGRN site Blackwell Rd NARACOORTE,36.0,58.0,33.0,140.0,46.0,12.0,1150799,MOUNT GAMBIER/SOUTH EAST TV1,-35.024166666666666,140.77
Naracoorte,SDS44,641.5,Commercial,150558,SAGRN site Blackwell Rd NARACOORTE,36.0,58.0,33.0,140.0,46.0,12.0,1130144,MOUNT GAMBIER/SOUTH EAST TV1,-35.024166666666666,140.77
Naracoorte,SES45,648.5,Commercial,150558,SAGRN site Blackwell Rd NARACOORTE,36.0,58.0,33.0,140.0,46.0,12.0,10330,MOUNT GAMBIER/SOUTH EAST TV1,-35.024166666666666,140.77
Newborough,SBS40,613.5,Retransmission,131809,Telstra Site Lot 5 cnr Golf Links Road and Coach Road Haunted Hills MOE,38.0,11.0,6.0,146.0,19.0,23.0,,,-37.815000000000005,146.32305555555556
Newborough,ABC41,620.5,Retransmission,131809,Telstra Site Lot 5 cnr Golf Links Road and Coach Road Haunted Hills MOE,38.0,11.0,6.0,146.0,19.0,23.0,,,-37.815000000000005,146.32305555555556
Newborough,GLV43,634.5,Retransmission,131809,Telstra Site Lot 5 cnr Golf Links Road and Coach Road Haunted Hills MOE,38.0,11.0,6.0,146.0,19.0,23.0,,,-37.815000000000005,146.32305555555556
Newborough,VTV44,641.5,Retransmission,131809,Telstra Site Lot 5 cnr Golf Links Road and Coach Road Haunted Hills MOE,38.0,11.0,6.0,146.0,19.0,23.0,,,-37.815000000000005,146.32305555555556
Newborough,AMV45,648.5,Retransmission,131809,Telstra Site Lot 5 cnr Golf Links Road and Coach Road Haunted Hills MOE,38.0,11.0,6.0,146.0,19.0,23.0,,,-37.815000000000005,146.32305555555556
Nhill,SBS46,655.5,National,40632,BA Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,28.0,,,-35.596111111111114,141.47444444444446
Nhill,ABC47,662.5,National,40632,BA Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,28.0,,,-35.596111111111114,141.47444444444446
Nhill,AMV48,669.5,Commercial,40632,BA Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,28.0,103,REGIONAL VICTORIA TV1,-35.596111111111114,141.47444444444446
Nhill,VTV49,676.5,Commercial,40632,BA Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,28.0,107,REGIONAL VICTORIA TV1,-35.596111111111114,141.47444444444446
Nhill,BCV50,683.5,Commercial,40632,BA Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,28.0,104,WESTERN VICTORIA TV1,-35.596111111111114,141.47444444444446
Normanville,SAS35,578.5,Retransmission,23318,Broadcasting site Mill Road NORMANVILLE,35.0,27.0,52.0,138.0,19.0,1.0,,,-34.535555555555554,138.31694444444443
Normanville,NWS36,585.5,Retransmission,23318,Broadcasting site Mill Road NORMANVILLE,35.0,27.0,52.0,138.0,19.0,1.0,,,-34.535555555555554,138.31694444444443
Normanville,ADS37,592.5,Retransmission,23318,Broadcasting site Mill Road NORMANVILLE,35.0,27.0,52.0,138.0,19.0,1.0,,,-34.535555555555554,138.31694444444443
Normanville,ABC38,599.5,Retransmission,23318,Broadcasting site Mill Road NORMANVILLE,35.0,27.0,52.0,138.0,19.0,1.0,,,-34.535555555555554,138.31694444444443
Normanville,SBS39,606.5,Retransmission,23318,Broadcasting site Mill Road NORMANVILLE,35.0,27.0,52.0,138.0,19.0,1.0,,,-34.535555555555554,138.31694444444443
Nowa Nowa,ABC29,536.5,National,12071,State Government Tower 23 km NNE of Lakes Entrance MT NOWA NOWA,37.0,41.0,34.0,148.0,5.0,27.0,,,-36.30722222222222,148.09083333333334
Orbost,GLV40,613.5,Commercial,150812,SCA Pole 12 km E of Orbost MT RAYMOND,37.0,42.0,43.0,148.0,35.0,60.0,106,EASTERN VICTORIA TV1,-36.28805555555555,148.60000000000002
Orbost,ABC41,620.5,National,150812,SCA Pole 12 km E of Orbost MT RAYMOND,37.0,42.0,43.0,148.0,35.0,60.0,,,-36.28805555555555,148.60000000000002
Orbost,SBS42,627.5,National,150812,SCA Pole 12 km E of Orbost MT RAYMOND,37.0,42.0,43.0,148.0,35.0,60.0,,,-36.28805555555555,148.60000000000002
Orbost,AMV43,634.5,Commercial,150812,SCA Pole 12 km E of Orbost MT RAYMOND,37.0,42.0,43.0,148.0,35.0,60.0,103,REGIONAL VICTORIA TV1,-36.28805555555555,148.60000000000002
Orbost,VTV44,641.5,Commercial,150812,SCA Pole 12 km E of Orbost MT RAYMOND,37.0,42.0,43.0,148.0,35.0,60.0,107,REGIONAL VICTORIA TV1,-36.28805555555555,148.60000000000002
Orroroo,ABC46,655.5,Retransmission,501245,Telstra/Broadcast Site Tank Hill 1.6 km SW of ORROROO,32.0,44.0,22.0,138.0,36.0,12.0,,,-31.260555555555555,138.60333333333332
Orroroo,SBS47,662.5,Retransmission,501245,Telstra/Broadcast Site Tank Hill 1.6 km SW of ORROROO,32.0,44.0,22.0,138.0,36.0,12.0,,,-31.260555555555555,138.60333333333332
Orroroo,GTS48,669.5,Commercial,501245,Telstra/Broadcast Site Tank Hill 1.6 km SW of ORROROO,32.0,44.0,22.0,138.0,36.0,12.0,10234,SPENCER GULF TV1,-31.260555555555555,138.60333333333332
Orroroo,SGS49,676.5,Commercial,501245,Telstra/Broadcast Site Tank Hill 1.6 km SW of ORROROO,32.0,44.0,22.0,138.0,36.0,12.0,1150798,SPENCER GULF TV1,-31.260555555555555,138.60333333333332
Orroroo,GDS50,683.5,Commercial,501245,Telstra/Broadcast Site Tank Hill 1.6 km SW of ORROROO,32.0,44.0,22.0,138.0,36.0,12.0,1130142,SPENCER GULF TV1,-31.260555555555555,138.60333333333332
Ouyen,STV41,620.5,Retransmission,305202,Optus Site Gregory St OUYEN,35.0,4.0,23.0,142.0,18.0,42.0,,,-34.926944444444445,142.31166666666667
Ouyen,PTV42,627.5,Retransmission,305202,Optus Site Gregory St OUYEN,35.0,4.0,23.0,142.0,18.0,42.0,,,-34.926944444444445,142.31166666666667
Ouyen,MDV43,634.5,Retransmission,305202,Optus Site Gregory St OUYEN,35.0,4.0,23.0,142.0,18.0,42.0,,,-34.926944444444445,142.31166666666667
Ouyen,ABC44,641.5,Retransmission,305202,Optus Site Gregory St OUYEN,35.0,4.0,23.0,142.0,18.0,42.0,,,-34.926944444444445,142.31166666666667
Ouyen,SBS45,648.5,Retransmission,305202,Optus Site Gregory St OUYEN,35.0,4.0,23.0,142.0,18.0,42.0,,,-34.926944444444445,142.31166666666667
Pinnaroo,LRS34,571.5,Commercial,23985,Telstra Site 61 Bone Rd PINNAROO,35.0,15.0,18.0,140.0,53.0,58.0,1150796,RIVERLAND TV1,-34.745,140.89944444444444
Pinnaroo,SBS35,578.5,National,23985,Telstra Site 61 Bone Rd PINNAROO,35.0,15.0,18.0,140.0,53.0,58.0,,,-34.745,140.89944444444444
Pinnaroo,RTS36,585.5,Commercial,23985,Telstra Site 61 Bone Rd PINNAROO,35.0,15.0,18.0,140.0,53.0,58.0,10174,RIVERLAND TV1,-34.745,140.89944444444444
Pinnaroo,RDS37,592.5,Commercial,23985,Telstra Site 61 Bone Rd PINNAROO,35.0,15.0,18.0,140.0,53.0,58.0,1130145,RIVERLAND TV1,-34.745,140.89944444444444
Pinnaroo,ABC38,599.5,National,23985,Telstra Site 61 Bone Rd PINNAROO,35.0,15.0,18.0,140.0,53.0,58.0,,,-34.745,140.89944444444444
Port Lincoln,SGS46,655.5,Commercial,24917,Telstra Site Winter Hill  Lot 14 Winter Hill Drv  5 km NW of PORT LINCOLN,34.0,41.0,40.0,135.0,49.0,50.0,1150798,SPENCER GULF TV1,-33.30555555555556,135.83055555555555
Port Lincoln,GDS47,662.5,Commercial,24917,Telstra Site Winter Hill  Lot 14 Winter Hill Drv  5 km NW of PORT LINCOLN,34.0,41.0,40.0,135.0,49.0,50.0,1130142,SPENCER GULF TV1,-33.30555555555556,135.83055555555555
Port Lincoln,GTS48,669.5,Commercial,24917,Telstra Site Winter Hill  Lot 14 Winter Hill Drv  5 km NW of PORT LINCOLN,34.0,41.0,40.0,135.0,49.0,50.0,10234,SPENCER GULF TV1,-33.30555555555556,135.83055555555555
Port Lincoln,ABC49,676.5,National,24917,Telstra Site Winter Hill  Lot 14 Winter Hill Drv  5 km NW of PORT LINCOLN,34.0,41.0,40.0,135.0,49.0,50.0,,,-33.30555555555556,135.83055555555555
Port Lincoln,SBS50,683.5,National,24917,Telstra Site Winter Hill  Lot 14 Winter Hill Drv  5 km NW of PORT LINCOLN,34.0,41.0,40.0,135.0,49.0,50.0,,,-33.30555555555556,135.83055555555555
Portland,SBS40,613.5,National,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,,,-37.78333333333333,141.70333333333332
Portland,ABC41,620.5,National,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,,,-37.78333333333333,141.70333333333332
Portland,AMV42,627.5,Commercial,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,103,REGIONAL VICTORIA TV1,-37.78333333333333,141.70333333333332
Portland,VTV43,634.5,Commercial,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,107,REGIONAL VICTORIA TV1,-37.78333333333333,141.70333333333332
Portland,BCV44,641.5,Commercial,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,104,WESTERN VICTORIA TV1,-37.78333333333333,141.70333333333332
Quorn,SBS46,655.5,National,24383,Telstra/Broadcast Site Yarrah Vale Road QUORN,32.0,17.0,59.0,138.0,3.0,23.0,,,-31.700277777777774,138.0563888888889
Quorn,ABC47,662.5,National,24383,Telstra/Broadcast Site Yarrah Vale Road QUORN,32.0,17.0,59.0,138.0,3.0,23.0,,,-31.700277777777774,138.0563888888889
Quorn,SGS48,669.5,Commercial,24383,Telstra/Broadcast Site Yarrah Vale Road QUORN,32.0,17.0,59.0,138.0,3.0,23.0,1150798,SPENCER GULF TV1,-31.700277777777774,138.0563888888889
Quorn,GDS49,676.5,Commercial,24383,Telstra/Broadcast Site Yarrah Vale Road QUORN,32.0,17.0,59.0,138.0,3.0,23.0,1130142,SPENCER GULF TV1,-31.700277777777774,138.0563888888889
Quorn,GTS50,683.5,Commercial,24383,Telstra/Broadcast Site Yarrah Vale Road QUORN,32.0,17.0,59.0,138.0,3.0,23.0,10234,SPENCER GULF TV1,-31.700277777777774,138.0563888888889
Renmark/Loxton,SBS28,529.5,National,24073,Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON,34.0,27.0,52.0,140.0,32.0,0.0,,,-33.535555555555554,140.53333333333333
Renmark/Loxton,LRS29,536.5,Commercial,24073,Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON,34.0,27.0,52.0,140.0,32.0,0.0,1150796,RIVERLAND TV1,-33.535555555555554,140.53333333333333
Renmark/Loxton,RTS30,543.5,Commercial,24073,Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON,34.0,27.0,52.0,140.0,32.0,0.0,10174,RIVERLAND TV1,-33.535555555555554,140.53333333333333
Renmark/Loxton,ABC31,550.5,National,24073,Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON,34.0,27.0,52.0,140.0,32.0,0.0,,,-33.535555555555554,140.53333333333333
Renmark/Loxton,RDS32,557.5,Commercial,24073,Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON,34.0,27.0,52.0,140.0,32.0,0.0,1130145,RIVERLAND TV1,-33.535555555555554,140.53333333333333
Robinvale,SBS34,571.5,Retransmission,44025,Grain Elevators Silo Moore Street ROBINVALE,34.0,35.0,15.0,142.0,46.0,12.0,,,-33.412499999999994,142.77
Robinvale,ABC35,578.5,Retransmission,44025,Grain Elevators Silo Moore Street ROBINVALE,34.0,35.0,15.0,142.0,46.0,12.0,,,-33.412499999999994,142.77
Robinvale,STV36,585.5,Retransmission,44025,Grain Elevators Silo Moore Street ROBINVALE,34.0,35.0,15.0,142.0,46.0,12.0,,,-33.412499999999994,142.77
Robinvale,PTV37,592.5,Retransmission,44025,Grain Elevators Silo Moore Street ROBINVALE,34.0,35.0,15.0,142.0,46.0,12.0,,,-33.412499999999994,142.77
Robinvale,MDV38,599.5,Retransmission,44025,Grain Elevators Silo Moore Street ROBINVALE,34.0,35.0,15.0,142.0,46.0,12.0,,,-33.412499999999994,142.77
Rosebud,SBS40,613.5,National,300563,TXA Rosebud Site Monopole Council Offices cnr Besgrove St & Boneo Rd ROSEBUD,38.0,22.0,15.0,144.0,53.0,32.0,,,-37.62916666666666,144.89222222222222
Rosebud,HSV41,620.5,Commercial,300563,TXA Rosebud Site Monopole Council Offices cnr Besgrove St & Boneo Rd ROSEBUD,38.0,22.0,15.0,144.0,53.0,32.0,102,MELBOURNE TV1,-37.62916666666666,144.89222222222222
Rosebud,ABC43,634.5,National,300563,TXA Rosebud Site Monopole Council Offices cnr Besgrove St & Boneo Rd ROSEBUD,38.0,22.0,15.0,144.0,53.0,32.0,,,-37.62916666666666,144.89222222222222
Rosebud,GTV44,641.5,Commercial,300563,TXA Rosebud Site Monopole Council Offices cnr Besgrove St & Boneo Rd ROSEBUD,38.0,22.0,15.0,144.0,53.0,32.0,101,MELBOURNE TV1,-37.62916666666666,144.89222222222222
Rosebud,ATV45,648.5,Commercial,300563,TXA Rosebud Site Monopole Council Offices cnr Besgrove St & Boneo Rd ROSEBUD,38.0,22.0,15.0,144.0,53.0,32.0,100,MELBOURNE TV1,-37.62916666666666,144.89222222222222
Roxby Downs,QQQ28,529.5,Commercial,140968,Council Depot 28 Olympic Way ROXBY DOWNS,30.0,33.0,16.0,136.0,53.0,38.0,4285,REMOTE CENTRAL & EASTERN AUSTRALIA TV2,-29.445555555555554,136.89388888888888
Roxby Downs,IMP30,543.5,Commercial,140968,Council Depot 28 Olympic Way ROXBY DOWNS,30.0,33.0,16.0,136.0,53.0,38.0,2898,REMOTE CENTRAL & EASTERN AUSTRALIA TV1,-29.445555555555554,136.89388888888888
Roxby Downs,CDT32,557.5,Commercial,140968,Council Depot 28 Olympic Way ROXBY DOWNS,30.0,33.0,16.0,136.0,53.0,38.0,1130050,REMOTE CENTRAL & EASTERN AUSTRALIA TV2,-29.445555555555554,136.89388888888888
Roxby Downs,SBS34,571.5,National,25661,Telstra Site Lot 728 Olympic Way ROXBY DOWNS,30.0,32.0,47.0,136.0,53.0,41.0,,,-29.45361111111111,136.8947222222222
Roxby Downs,ABC40,613.5,National,25661,Telstra Site Lot 728 Olympic Way ROXBY DOWNS,30.0,32.0,47.0,136.0,53.0,41.0,,,-29.45361111111111,136.8947222222222
Safety Beach,SBS40,613.5,National,50553,Telstra Site cnr Seal Rock and Arthurs Seat Road ARTHURS SEAT,38.0,21.0,15.0,144.0,57.0,4.0,,,-37.64583333333333,144.9511111111111
Safety Beach,HSV41,620.5,Commercial,9000919,Air Services Australia Site Steane Ave ARTHURS SEAT,38.0,21.0,15.0,144.0,57.0,7.0,102,MELBOURNE TV1,-37.64583333333333,144.95194444444442
Safety Beach,ABC43,634.5,National,50553,Telstra Site cnr Seal Rock and Arthurs Seat Road ARTHURS SEAT,38.0,21.0,15.0,144.0,57.0,4.0,,,-37.64583333333333,144.9511111111111
Safety Beach,GTV44,641.5,Commercial,9000919,Air Services Australia Site Steane Ave ARTHURS SEAT,38.0,21.0,15.0,144.0,57.0,7.0,101,MELBOURNE TV1,-37.64583333333333,144.95194444444442
Safety Beach,ATV45,648.5,Commercial,9000919,Air Services Australia Site Steane Ave ARTHURS SEAT,38.0,21.0,15.0,144.0,57.0,7.0,100,MELBOURNE TV1,-37.64583333333333,144.95194444444442
Selby,SBS34,571.5,National,41005,TXA Selby Site Tower 5 Two Bays Crescent SELBY,37.0,54.0,50.0,145.0,22.0,47.0,,,-36.086111111111116,145.37972222222223
Selby,ABC35,578.5,National,41005,TXA Selby Site Tower 5 Two Bays Crescent SELBY,37.0,54.0,50.0,145.0,22.0,47.0,,,-36.086111111111116,145.37972222222223
Selby,HSV36,585.5,Commercial,41005,TXA Selby Site Tower 5 Two Bays Crescent SELBY,37.0,54.0,50.0,145.0,22.0,47.0,102,MELBOURNE TV1,-36.086111111111116,145.37972222222223
Selby,GTV37,592.5,Commercial,41005,TXA Selby Site Tower 5 Two Bays Crescent SELBY,37.0,54.0,50.0,145.0,22.0,47.0,101,MELBOURNE TV1,-36.086111111111116,145.37972222222223
Selby,ATV38,599.5,Commercial,41005,TXA Selby Site Tower 5 Two Bays Crescent SELBY,37.0,54.0,50.0,145.0,22.0,47.0,100,MELBOURNE TV1,-36.086111111111116,145.37972222222223
Seymour,SBS40,613.5,National,36002,Broadcast Tower West Falls Rd MEADOWS HILL,37.0,5.0,56.0,145.0,10.0,31.0,,,-36.901111111111106,145.17527777777778
Seymour,ABC41,620.5,National,36002,Broadcast Tower West Falls Rd MEADOWS HILL,37.0,5.0,56.0,145.0,10.0,31.0,,,-36.901111111111106,145.17527777777778
Seymour,AMV42,627.5,Commercial,36002,Broadcast Tower West Falls Rd MEADOWS HILL,37.0,5.0,56.0,145.0,10.0,31.0,103,REGIONAL VICTORIA TV1,-36.901111111111106,145.17527777777778
Seymour,VTV43,634.5,Commercial,36002,Broadcast Tower West Falls Rd MEADOWS HILL,37.0,5.0,56.0,145.0,10.0,31.0,107,REGIONAL VICTORIA TV1,-36.901111111111106,145.17527777777778
Seymour,GLV44,641.5,Commercial,36002,Broadcast Tower West Falls Rd MEADOWS HILL,37.0,5.0,56.0,145.0,10.0,31.0,106,EASTERN VICTORIA TV1,-36.901111111111106,145.17527777777778
